,Location,CompIndex,CompBenchmark,CompYoYChange,Date,District
567,City of Toronto,183.6,602000,6.93,2015-07-01,Old Toronto
568,City of Toronto,184,602000,6.93,2015-07-01,Old Toronto
569,City of Toronto,184.1,603600,7.54,2015-08-01,Old Toronto
570,City of Toronto,184,603600,7.54,2015-08-01,Old Toronto
571,City of Toronto,185.3,607600,8.62,2015-09-01,Old Toronto
572,City of Toronto,185,607600,8.62,2015-09-01,Old Toronto
573,City of Toronto,185.9,609500,8.21,2015-10-01,Old Toronto
574,City of Toronto,186,609500,8.21,2015-10-01,Old Toronto
575,City of Toronto,186.9,612800,8.03,2015-11-01,Old Toronto
576,City of Toronto,187,612800,8.03,2015-11-01,Old Toronto
577,City of Toronto,187,613200,7.66,2015-12-01,Old Toronto
578,City of Toronto,187,613200,7.66,2015-12-01,Old Toronto
579,City of Toronto,188.2,617100,8.35,2016-01-01,Old Toronto
580,City of Toronto,188,617100,8.35,2016-01-01,Old Toronto
581,City of Toronto,189.5,621400,8.6,2016-02-01,Old Toronto
582,City of Toronto,189.5,621400,8.6,2016-02-01,Old Toronto
583,City of Toronto,193.3,633800,9.33,2016-03-01,Old Toronto
584,City of Toronto,193.3,633800,9.33,2016-03-01,Old Toronto
585,City of Toronto,197.3,646900,9.86,2016-04-01,Old Toronto
586,City of Toronto,197.3,646900,9.86,2016-04-01,Old Toronto
587,City of Toronto,203.2,666300,11.71,2016-05-01,Old Toronto
588,City of Toronto,203.2,666300,11.71,2016-05-01,Old Toronto
589,City of Toronto,206.2,676100,12.68,2016-06-01,Old Toronto
590,City of Toronto,206.2,676100,12.68,2016-06-01,Old Toronto
591,City of Toronto,208,682000,13.35,2016-07-01,Old Toronto
592,City of Toronto,208,682000,13.35,2016-07-01,Old Toronto
593,City of Toronto,209,685300,13.53,2016-08-01,Old Toronto
594,City of Toronto,209,685300,13.53,2016-08-01,Old Toronto
595,City of Toronto,210.7,690900,13.77,2016-09-01,Old Toronto
596,City of Toronto,210.7,690900,13.77,2016-09-01,Old Toronto
597,City of Toronto,215.2,705600,15.76,2016-10-01,Old Toronto
598,City of Toronto,215.2,705600,15.76,2016-10-01,Old Toronto
599,City of Toronto,217.7,713800,16.54,2016-11-01,Old Toronto
600,City of Toronto,217.7,713800,16.54,2016-11-01,Old Toronto
601,City of Toronto,219.7,720400,17.55,2016-12-01,Old Toronto
602,City of Toronto,219.7,720400,17.55,2016-12-01,Old Toronto
603,City of Toronto,221.7,720200,18.94,2017-01-01,Old Toronto
604,City of Toronto,221.7,720200,18.94,2017-01-01,Old Toronto
605,City of Toronto,227,737400,19.92,2017-02-01,Old Toronto
606,City of Toronto,227,737400,19.92,2017-02-01,Old Toronto
607,City of Toronto,239.7,778700,24.13,2017-03-01,Old Toronto
608,City of Toronto,239.7,778700,24.13,2017-03-01,Old Toronto
609,City of Toronto,251.5,817000,27.66,2017-04-01,Old Toronto
610,City of Toronto,251.5,817000,27.66,2017-04-01,Old Toronto
611,City of Toronto,255.6,830300,26.1,2017-05-01,Old Toronto
612,City of Toronto,255.6,830300,26.1,2017-05-01,Old Toronto
613,City of Toronto,255.9,829500,24.22,2017-06-01,Old Toronto
614,City of Toronto,255.9,829500,24.22,2017-06-01,Old Toronto
615,City of Toronto,249.2,807800,20.1,2017-07-01,Old Toronto
616,City of Toronto,249.2,807800,20.1,2017-07-01,Old Toronto
617,City of Toronto,243.7,790000,16.71,2017-08-01,Old Toronto
618,City of Toronto,243.7,790000,16.71,2017-08-01,Old Toronto
619,City of Toronto,243,787700,15.28,2017-09-01,Old Toronto
620,City of Toronto,243,787700,15.28,2017-09-01,Old Toronto
621,City of Toronto,243.8,790300,13.29,2017-10-01,Old Toronto
622,City of Toronto,243.8,790300,13.29,2017-10-01,Old Toronto
623,City of Toronto,244.1,791300,12.33,2017-11-01,Old Toronto
624,City of Toronto,244.1,791300,12.33,2017-11-01,Old Toronto
625,City of Toronto,244.9,793900,11.67,2017-12-01,Old Toronto
626,City of Toronto,244.9,793900,11.67,2017-12-01,Old Toronto
627,City of Toronto,245,794200,10.31,2018-01-01,Old Toronto
628,City of Toronto,245,794200,10.31,2018-01-01,Old Toronto
629,City of Toronto,249.1,807500,9.54,2018-02-01,Old Toronto
630,City of Toronto,249.1,807500,9.54,2018-02-01,Old Toronto
631,City of Toronto,252.3,817800,4.78,2018-03-01,Old Toronto
632,City of Toronto,252.3,817800,4.78,2018-03-01,Old Toronto
633,City of Toronto,256.2,830500,1.55,2018-04-01,Old Toronto
634,City of Toronto,256.2,830500,1.55,2018-04-01,Old Toronto
635,City of Toronto,259,839600,1.01,2018-05-01,Old Toronto
636,City of Toronto,259,839600,1.01,2018-05-01,Old Toronto
637,City of Toronto,259.2,840200,1.29,2018-06-01,Old Toronto
638,City of Toronto,259.2,840200,1.29,2018-06-01,Old Toronto
639,City of Toronto,258.8,838900,3.85,2018-07-01,Old Toronto
640,City of Toronto,258.8,838900,3.85,2018-07-01,Old Toronto
641,City of Toronto,258.5,838200,6.07,2018-08-01,Old Toronto
642,City of Toronto,258.5,838200,6.07,2018-08-01,Old Toronto
643,City of Toronto,259.6,841700,6.74,2018-09-01,Old Toronto
644,City of Toronto,259.6,841700,6.74,2018-09-01,Old Toronto
645,City of Toronto,260.9,845900,7.01,2018-10-01,Old Toronto
646,City of Toronto,260.9,845900,7.01,2018-10-01,Old Toronto
647,City of Toronto,260.5,844600,6.72,2018-11-01,Old Toronto
648,City of Toronto,260.5,844600,6.72,2018-11-01,Old Toronto
649,City of Toronto,260.6,845000,6.41,2018-12-01,Old Toronto
650,City of Toronto,260.6,845000,6.41,2018-12-01,Old Toronto
651,City of Toronto,259.1,840100,5.76,2019-01-01,Old Toronto
652,City of Toronto,259.1,840100,5.76,2019-01-01,Old Toronto
653,City of Toronto,262.9,852400,5.5,2019-02-01,Old Toronto
654,City of Toronto,262.9,852400,5.5,2019-02-01,Old Toronto
655,City of Toronto,266.4,863800,5.55,2019-03-01,Old Toronto
656,City of Toronto,266.4,863800,5.55,2019-03-01,Old Toronto
657,City of Toronto,269.5,873800,5.15,2019-04-01,Old Toronto
658,City of Toronto,269.5,873800,5.15,2019-04-01,Old Toronto
659,City of Toronto,271.2,879300,4.71,2019-05-01,Old Toronto
660,City of Toronto,271.2,879300,4.71,2019-05-01,Old Toronto
661,City of Toronto,272.3,882900,5.05,2019-06-01,Old Toronto
662,City of Toronto,272.3,882900,5.05,2019-06-01,Old Toronto
663,City of Toronto,273.4,886500,5.64,2019-07-01,Old Toronto
664,City of Toronto,273.4,886500,5.64,2019-07-01,Old Toronto
665,City of Toronto,273.8,887800,5.92,2019-08-01,Old Toronto
666,City of Toronto,273.8,887800,5.92,2019-08-01,Old Toronto
667,City of Toronto,274.5,890000,5.74,2019-09-01,Old Toronto
668,City of Toronto,274.5,890000,5.74,2019-09-01,Old Toronto
669,City of Toronto,276.7,897200,6.06,2019-10-01,Old Toronto
670,City of Toronto,276.7,897200,6.06,2019-10-01,Old Toronto
671,City of Toronto,278.7,903700,6.99,2019-11-01,Old Toronto
672,City of Toronto,278.7,903700,6.99,2019-11-01,Old Toronto
673,City of Toronto,279.8,907200,7.37,2019-12-01,Old Toronto
674,City of Toronto,279.8,907200,7.37,2019-12-01,Old Toronto
675,City of Toronto,281.8,913700,8.76,2020-01-01,Old Toronto
676,City of Toronto,281.8,913700,8.76,2020-01-01,Old Toronto
677,City of Toronto,287.6,932500,9.4,2020-02-01,Old Toronto
678,City of Toronto,287.6,932500,9.4,2020-02-01,Old Toronto
679,City of Toronto,294.6,955200,10.59,2020-03-01,Old Toronto
680,City of Toronto,294.6,955200,10.59,2020-03-01,Old Toronto
681,City of Toronto,297.5,964600,10.43,2020-04-01,Old Toronto
682,City of Toronto,297.5,964600,10.43,2020-04-01,Old Toronto
683,City of Toronto,298.2,966900,9.79,2020-05-01,Old Toronto
684,City of Toronto,298.2,966900,9.79,2020-05-01,Old Toronto
685,City of Toronto,293.6,952000,7.66,2020-06-01,Old Toronto
686,City of Toronto,293.6,952000,7.66,2020-06-01,Old Toronto
687,City of Toronto,298.5,967900,9.06,2020-07-01,Old Toronto
688,City of Toronto,298.5,967900,9.06,2020-07-01,Old Toronto
689,City of Toronto,299.7,971800,9.34,2020-08-01,Old Toronto
690,City of Toronto,299.7,971800,9.34,2020-08-01,Old Toronto
691,City of Toronto,299.6,971500,9.02,2020-09-01,Old Toronto
692,City of Toronto,299.6,971500,9.02,2020-09-01,Old Toronto
693,City of Toronto,296.9,962700,7.18,2020-10-01,Old Toronto
694,City of Toronto,296.9,962700,7.18,2020-10-01,Old Toronto
695,City of Toronto,295.5,958200,5.95,2020-11-01,Old Toronto
696,City of Toronto,295.5,958200,5.95,2020-11-01,Old Toronto
697,City of Toronto,293.7,952400,4.78,2020-12-01,Old Toronto
698,City of Toronto,293.7,952400,4.78,2020-12-01,Old Toronto
699,City of Toronto,296.4,961100,4.99,2021-01-01,Old Toronto
700,City of Toronto,296.4,961100,4.99,2021-01-01,Old Toronto
701,City of Toronto,305.6,990900,6.04,2021-02-01,Old Toronto
702,City of Toronto,305.6,990900,6.04,2021-02-01,Old Toronto
703,City of Toronto,317.4,1029200,7.45,2021-03-01,Old Toronto
704,City of Toronto,317.4,1029200,7.45,2021-03-01,Old Toronto
2346,Toronto C01,193,478800,2.99,2015-07-01,Old Toronto
2347,Toronto C01,196,486000,4.92,2015-08-01,Old Toronto
2348,Toronto C01,197,488200,7.12,2015-09-01,Old Toronto
2349,Toronto C01,196,484500,5.22,2015-10-01,Old Toronto
2350,Toronto C01,195,483000,4.22,2015-11-01,Old Toronto
2351,Toronto C01,194,480600,2.21,2015-12-01,Old Toronto
2352,Toronto C01,194,479700,3.47,2016-01-01,Old Toronto
2353,Toronto C01,194.8,482700,4,2016-02-01,Old Toronto
2354,Toronto C01,198.1,490900,5.2,2016-03-01,Old Toronto
2355,Toronto C01,201.6,499600,6.22,2016-04-01,Old Toronto
2356,Toronto C01,206.8,512500,7.04,2016-05-01,Old Toronto
2357,Toronto C01,205.8,510000,7.69,2016-06-01,Old Toronto
2358,Toronto C01,208.3,516200,7.82,2016-07-01,Old Toronto
2359,Toronto C01,208.2,515900,6.17,2016-08-01,Old Toronto
2360,Toronto C01,212.2,525800,7.72,2016-09-01,Old Toronto
2361,Toronto C01,220.6,546600,12.84,2016-10-01,Old Toronto
2362,Toronto C01,220.3,545900,13.09,2016-11-01,Old Toronto
2363,Toronto C01,221.8,549600,14.39,2016-12-01,Old Toronto
2364,Toronto C01,227.4,564900,18.87,2017-01-01,Old Toronto
2365,Toronto C01,233.1,579100,20.15,2017-02-01,Old Toronto
2366,Toronto C01,248.7,617900,26.05,2017-03-01,Old Toronto
2367,Toronto C01,258.9,643200,29,2017-04-01,Old Toronto
2368,Toronto C01,258.9,643200,25.8,2017-05-01,Old Toronto
2369,Toronto C01,262.6,650500,27.85,2017-06-01,Old Toronto
2370,Toronto C01,254.8,631200,22.5,2017-07-01,Old Toronto
2371,Toronto C01,254.3,630000,22.02,2017-08-01,Old Toronto
2372,Toronto C01,255.8,633700,20.26,2017-09-01,Old Toronto
2373,Toronto C01,261.3,647300,18.45,2017-10-01,Old Toronto
2374,Toronto C01,264,654000,19.84,2017-11-01,Old Toronto
2375,Toronto C01,266,659000,19.93,2017-12-01,Old Toronto
2376,Toronto C01,265.2,657000,16.21,2018-01-01,Old Toronto
2377,Toronto C01,276.8,685700,18.44,2018-02-01,Old Toronto
2378,Toronto C01,277.3,687000,11.14,2018-03-01,Old Toronto
2379,Toronto C01,283.6,702600,9.24,2018-04-01,Old Toronto
2380,Toronto C01,286,708500,10.08,2018-05-01,Old Toronto
2381,Toronto C01,284,703600,8.15,2018-06-01,Old Toronto
2382,Toronto C01,284.2,704100,11.54,2018-07-01,Old Toronto
2383,Toronto C01,287.6,710600,13.09,2018-08-01,Old Toronto
2384,Toronto C01,289.6,715600,13.21,2018-09-01,Old Toronto
2385,Toronto C01,291.7,720800,11.63,2018-10-01,Old Toronto
2386,Toronto C01,287.1,709400,8.75,2018-11-01,Old Toronto
2387,Toronto C01,295.3,729600,11.02,2018-12-01,Old Toronto
2388,Toronto C01,291.2,719500,9.76,2019-01-01,Old Toronto
2389,Toronto C01,302.6,747700,9.28,2019-02-01,Old Toronto
2390,Toronto C01,302.9,748400,9.23,2019-03-01,Old Toronto
2391,Toronto C01,304.5,752400,7.37,2019-04-01,Old Toronto
2392,Toronto C01,308.1,761300,7.73,2019-05-01,Old Toronto
2393,Toronto C01,309.2,764000,8.87,2019-06-01,Old Toronto
2394,Toronto C01,311.1,768700,9.47,2019-07-01,Old Toronto
2395,Toronto C01,311.3,769200,8.24,2019-08-01,Old Toronto
2396,Toronto C01,311.4,769400,7.53,2019-09-01,Old Toronto
2397,Toronto C01,316,780800,8.33,2019-10-01,Old Toronto
2398,Toronto C01,320.1,790900,11.49,2019-11-01,Old Toronto
2399,Toronto C01,321.5,794400,8.87,2019-12-01,Old Toronto
2400,Toronto C01,324.1,800800,11.3,2020-01-01,Old Toronto
2401,Toronto C01,333.6,824300,10.24,2020-02-01,Old Toronto
2402,Toronto C01,342.3,845800,13.01,2020-03-01,Old Toronto
2403,Toronto C01,340.5,841300,11.82,2020-04-01,Old Toronto
2404,Toronto C01,338.9,837300,10,2020-05-01,Old Toronto
2405,Toronto C01,327.3,808600,5.89,2020-06-01,Old Toronto
2406,Toronto C01,329.2,813300,5.85,2020-07-01,Old Toronto
2407,Toronto C01,329.3,813600,5.78,2020-08-01,Old Toronto
2408,Toronto C01,325.9,805200,4.72,2020-09-01,Old Toronto
2409,Toronto C01,318.3,786400,0.76,2020-10-01,Old Toronto
2410,Toronto C01,314,775800,-1.91,2020-11-01,Old Toronto
2411,Toronto C01,309.1,763700,-3.89,2020-12-01,Old Toronto
2412,Toronto C01,309.7,765100,-4.47,2021-01-01,Old Toronto
2413,Toronto C01,317.4,784200,-4.88,2021-02-01,Old Toronto
2414,Toronto C01,329.6,814300,-3.77,2021-03-01,Old Toronto
2415,Toronto C02,196,928300,3.38,2015-07-01,Old Toronto
2416,Toronto C02,191,906900,2.25,2015-08-01,Old Toronto
2417,Toronto C02,194,922100,3.74,2015-09-01,Old Toronto
2418,Toronto C02,195,924500,3.34,2015-10-01,Old Toronto
2419,Toronto C02,199,946800,6.86,2015-11-01,Old Toronto
2420,Toronto C02,198,937700,6.64,2015-12-01,Old Toronto
2421,Toronto C02,200,947200,5.78,2016-01-01,Old Toronto
2422,Toronto C02,197.6,938200,5.61,2016-02-01,Old Toronto
2423,Toronto C02,200.9,953900,4.85,2016-03-01,Old Toronto
2424,Toronto C02,203.8,967600,3.56,2016-04-01,Old Toronto
2425,Toronto C02,211.1,1002300,6.29,2016-05-01,Old Toronto
2426,Toronto C02,214.7,1019400,9.15,2016-06-01,Old Toronto
2427,Toronto C02,218.7,1038400,11.87,2016-07-01,Old Toronto
2428,Toronto C02,222,1054100,16.29,2016-08-01,Old Toronto
2429,Toronto C02,222,1054100,14.26,2016-09-01,Old Toronto
2430,Toronto C02,222.6,1056900,14.33,2016-10-01,Old Toronto
2431,Toronto C02,222.4,1056000,11.53,2016-11-01,Old Toronto
2432,Toronto C02,225.1,1068800,14.03,2016-12-01,Old Toronto
2433,Toronto C02,229.8,1100700,14.39,2017-01-01,Old Toronto
2434,Toronto C02,237.7,1138500,19.15,2017-02-01,Old Toronto
2435,Toronto C02,239.9,1149100,18.47,2017-03-01,Old Toronto
2436,Toronto C02,248.5,1190300,21.46,2017-04-01,Old Toronto
2437,Toronto C02,253.7,1215200,19.5,2017-05-01,Old Toronto
2438,Toronto C02,255.5,1222100,17.53,2017-06-01,Old Toronto
2439,Toronto C02,254.7,1218300,15.98,2017-07-01,Old Toronto
2440,Toronto C02,243.8,1166100,8.45,2017-08-01,Old Toronto
2441,Toronto C02,245.8,1175700,9.1,2017-09-01,Old Toronto
2442,Toronto C02,243.8,1166100,7.59,2017-10-01,Old Toronto
2443,Toronto C02,248.2,1187200,9.58,2017-11-01,Old Toronto
2444,Toronto C02,244.3,1168500,7.1,2017-12-01,Old Toronto
2445,Toronto C02,246.4,1178600,6.53,2018-01-01,Old Toronto
2446,Toronto C02,246.5,1179000,3.48,2018-02-01,Old Toronto
2447,Toronto C02,250.1,1196300,3.73,2018-03-01,Old Toronto
2448,Toronto C02,262.5,1255600,5.25,2018-04-01,Old Toronto
2449,Toronto C02,259.2,1239800,1.69,2018-05-01,Old Toronto
2450,Toronto C02,262.1,1253700,2.58,2018-06-01,Old Toronto
2451,Toronto C02,259.6,1241700,1.92,2018-07-01,Old Toronto
2452,Toronto C02,259.7,1244500,6.52,2018-08-01,Old Toronto
2453,Toronto C02,258.1,1236900,4.92,2018-09-01,Old Toronto
2454,Toronto C02,265.1,1270400,8.74,2018-10-01,Old Toronto
2455,Toronto C02,262.7,1258900,5.84,2018-11-01,Old Toronto
2456,Toronto C02,265.9,1274300,8.8,2018-12-01,Old Toronto
2457,Toronto C02,258.1,1236900,4.75,2019-01-01,Old Toronto
2458,Toronto C02,263.5,1262800,6.9,2019-02-01,Old Toronto
2459,Toronto C02,270.4,1295800,8.12,2019-03-01,Old Toronto
2460,Toronto C02,271.6,1301600,3.47,2019-04-01,Old Toronto
2461,Toronto C02,276.7,1326000,6.75,2019-05-01,Old Toronto
2462,Toronto C02,278.8,1336100,6.37,2019-06-01,Old Toronto
2463,Toronto C02,276,1322700,6.32,2019-07-01,Old Toronto
2464,Toronto C02,275.9,1322200,6.24,2019-08-01,Old Toronto
2465,Toronto C02,272.9,1307800,5.73,2019-09-01,Old Toronto
2466,Toronto C02,277.5,1329800,4.68,2019-10-01,Old Toronto
2467,Toronto C02,283.7,1359600,7.99,2019-11-01,Old Toronto
2468,Toronto C02,284,1361000,6.81,2019-12-01,Old Toronto
2469,Toronto C02,282.7,1354800,9.53,2020-01-01,Old Toronto
2470,Toronto C02,286,1370600,8.54,2020-02-01,Old Toronto
2471,Toronto C02,286.5,1373000,5.95,2020-03-01,Old Toronto
2472,Toronto C02,285.3,1367200,5.08,2020-04-01,Old Toronto
2473,Toronto C02,283.3,1363200,2.05,2020-05-01,Old Toronto
2474,Toronto C02,279.1,1343000,-0.21,2020-06-01,Old Toronto
2475,Toronto C02,295.9,1423800,7.02,2020-07-01,Old Toronto
2476,Toronto C02,294.7,1418100,6.43,2020-08-01,Old Toronto
2477,Toronto C02,293.1,1410400,7.21,2020-09-01,Old Toronto
2478,Toronto C02,290.8,1399300,4.64,2020-10-01,Old Toronto
2479,Toronto C02,295.8,1423300,4.01,2020-11-01,Old Toronto
2480,Toronto C02,293.8,1413700,3.34,2020-12-01,Old Toronto
2481,Toronto C02,292.9,1409400,3.32,2021-01-01,Old Toronto
2482,Toronto C02,296.8,1428200,3.45,2021-02-01,Old Toronto
2483,Toronto C02,305.8,1471500,6.4,2021-03-01,Old Toronto
2484,Toronto C03,208,1068000,8.02,2015-07-01,York
2485,Toronto C03,205,1056100,9.27,2015-08-01,York
2486,Toronto C03,206,1058200,8.04,2015-09-01,York
2487,Toronto C03,209,1077200,9.81,2015-10-01,York
2488,Toronto C03,212,1089600,9.24,2015-11-01,York
2489,Toronto C03,210,1081300,9.2,2015-12-01,York
2490,Toronto C03,208,1072600,8.04,2016-01-01,York
2491,Toronto C03,211.9,1090600,8.28,2016-02-01,York
2492,Toronto C03,214.3,1103000,6.88,2016-03-01,York
2493,Toronto C03,220.4,1134400,8.95,2016-04-01,York
2494,Toronto C03,231,1189000,12.85,2016-05-01,York
2495,Toronto C03,235,1209500,13.8,2016-06-01,York
2496,Toronto C03,239.4,1232100,15.37,2016-07-01,York
2497,Toronto C03,239.7,1233700,16.76,2016-08-01,York
2498,Toronto C03,241,1240400,17.16,2016-09-01,York
2499,Toronto C03,242.1,1246100,15.73,2016-10-01,York
2500,Toronto C03,243.8,1254800,15.16,2016-11-01,York
2501,Toronto C03,247.1,1271800,17.61,2016-12-01,York
2502,Toronto C03,252.3,1318100,18.84,2017-01-01,York
2503,Toronto C03,255.9,1336900,20.31,2017-02-01,York
2504,Toronto C03,273.6,1429400,26.96,2017-03-01,York
2505,Toronto C03,290.8,1519300,31.05,2017-04-01,York
2506,Toronto C03,297.8,1555800,27.92,2017-05-01,York
2507,Toronto C03,297.3,1554400,25.6,2017-06-01,York
2508,Toronto C03,289.5,1513600,20.12,2017-07-01,York
2509,Toronto C03,275.6,1441000,14.07,2017-08-01,York
2510,Toronto C03,270.2,1412700,11.1,2017-09-01,York
2511,Toronto C03,274.8,1436800,12.39,2017-10-01,York
2512,Toronto C03,279.1,1459300,13.32,2017-11-01,York
2513,Toronto C03,279.3,1460300,11.81,2017-12-01,York
2514,Toronto C03,278.6,1456700,10.42,2018-01-01,York
2515,Toronto C03,285.6,1493300,11.61,2018-02-01,York
2516,Toronto C03,290.8,1520400,6.29,2018-03-01,York
2517,Toronto C03,293.6,1535100,0.96,2018-04-01,York
2518,Toronto C03,294.8,1541400,-1.01,2018-05-01,York
2519,Toronto C03,293,1531900,-1.45,2018-06-01,York
2520,Toronto C03,291.2,1522500,0.59,2018-07-01,York
2521,Toronto C03,290,1514700,5.19,2018-08-01,York
2522,Toronto C03,290.8,1518900,6.72,2018-09-01,York
2523,Toronto C03,299.4,1563800,8.87,2018-10-01,York
2524,Toronto C03,299.7,1565300,7.3,2018-11-01,York
2525,Toronto C03,293,1530300,4.91,2018-12-01,York
2526,Toronto C03,287.3,1500600,3.01,2019-01-01,York
2527,Toronto C03,292.1,1525600,2.2,2019-02-01,York
2528,Toronto C03,298.3,1558000,2.51,2019-03-01,York
2529,Toronto C03,301.5,1574700,2.59,2019-04-01,York
2530,Toronto C03,301.1,1572600,2.1,2019-05-01,York
2531,Toronto C03,306,1598200,4.44,2019-06-01,York
2532,Toronto C03,307.6,1606600,5.56,2019-07-01,York
2533,Toronto C03,304,1587800,4.83,2019-08-01,York
2534,Toronto C03,301.5,1574700,3.68,2019-09-01,York
2535,Toronto C03,304.2,1588800,1.6,2019-10-01,York
2536,Toronto C03,305.4,1595100,1.9,2019-11-01,York
2537,Toronto C03,306.4,1600300,4.57,2019-12-01,York
2538,Toronto C03,310.9,1623800,8.21,2020-01-01,York
2539,Toronto C03,315.5,1647900,8.01,2020-02-01,York
2540,Toronto C03,317,1655700,6.27,2020-03-01,York
2541,Toronto C03,323.3,1688600,7.23,2020-04-01,York
2542,Toronto C03,321.6,1679600,6.81,2020-05-01,York
2543,Toronto C03,323.2,1688000,5.62,2020-06-01,York
2544,Toronto C03,334.9,1749100,8.88,2020-07-01,York
2545,Toronto C03,332.5,1736600,9.34,2020-08-01,York
2546,Toronto C03,327.9,1712500,8.76,2020-09-01,York
2547,Toronto C03,330,1723500,8.48,2020-10-01,York
2548,Toronto C03,336.2,1755900,10.09,2020-11-01,York
2549,Toronto C03,334.8,1748600,9.13,2020-12-01,York
2550,Toronto C03,343,1791400,10.32,2021-01-01,York
2551,Toronto C03,356.5,1861900,12.96,2021-02-01,York
2552,Toronto C03,366.3,1913100,15.52,2021-03-01,York
2553,Toronto C04,184,1142500,7.84,2015-07-01,Old Toronto
2554,Toronto C04,183,1136300,9.56,2015-08-01,Old Toronto
2555,Toronto C04,184,1141200,10.23,2015-09-01,Old Toronto
2556,Toronto C04,188,1164200,12.99,2015-10-01,Old Toronto
2557,Toronto C04,192,1188300,14.3,2015-11-01,Old Toronto
2558,Toronto C04,190,1179000,13.34,2015-12-01,Old Toronto
2559,Toronto C04,194,1202000,15.41,2016-01-01,Old Toronto
2560,Toronto C04,194.1,1202600,13.44,2016-02-01,Old Toronto
2561,Toronto C04,192.5,1192700,9,2016-03-01,Old Toronto
2562,Toronto C04,199,1233000,10.49,2016-04-01,Old Toronto
2563,Toronto C04,206.6,1280100,13.21,2016-05-01,Old Toronto
2564,Toronto C04,207,1282600,12.26,2016-06-01,Old Toronto
2565,Toronto C04,209.6,1298600,13.67,2016-07-01,Old Toronto
2566,Toronto C04,212,1313600,15.59,2016-08-01,Old Toronto
2567,Toronto C04,215.4,1334600,16.94,2016-09-01,Old Toronto
2568,Toronto C04,222.1,1376100,18.2,2016-10-01,Old Toronto
2569,Toronto C04,225.6,1397800,17.68,2016-11-01,Old Toronto
2570,Toronto C04,227,1406500,19.29,2016-12-01,Old Toronto
2571,Toronto C04,227.9,1403500,18.14,2017-01-01,Old Toronto
2572,Toronto C04,233.4,1437400,20.06,2017-02-01,Old Toronto
2573,Toronto C04,246.1,1515600,27.84,2017-03-01,Old Toronto
2574,Toronto C04,255,1570400,28.08,2017-04-01,Old Toronto
2575,Toronto C04,255.7,1574700,23.77,2017-05-01,Old Toronto
2576,Toronto C04,253.7,1565700,22.32,2017-06-01,Old Toronto
2577,Toronto C04,246.9,1523700,17.68,2017-07-01,Old Toronto
2578,Toronto C04,240.7,1485400,13.43,2017-08-01,Old Toronto
2579,Toronto C04,240.7,1485400,12.11,2017-09-01,Old Toronto
2580,Toronto C04,245.7,1516300,10.58,2017-10-01,Old Toronto
2581,Toronto C04,242.3,1495300,7.4,2017-11-01,Old Toronto
2582,Toronto C04,246,1518200,8.18,2017-12-01,Old Toronto
2583,Toronto C04,245.9,1517500,7.9,2018-01-01,Old Toronto
2584,Toronto C04,247,1524300,5.83,2018-02-01,Old Toronto
2585,Toronto C04,245.2,1513200,-0.41,2018-03-01,Old Toronto
2586,Toronto C04,242.3,1495300,-5.02,2018-04-01,Old Toronto
2587,Toronto C04,245.7,1516300,-3.95,2018-05-01,Old Toronto
2588,Toronto C04,246.5,1521200,-2.84,2018-06-01,Old Toronto
2589,Toronto C04,247,1524300,0.04,2018-07-01,Old Toronto
2590,Toronto C04,242.7,1497800,0.83,2018-08-01,Old Toronto
2591,Toronto C04,245.6,1515700,2.04,2018-09-01,Old Toronto
2592,Toronto C04,250.5,1545900,1.95,2018-10-01,Old Toronto
2593,Toronto C04,251.9,1554600,3.96,2018-11-01,Old Toronto
2594,Toronto C04,245,1512000,-0.41,2018-12-01,Old Toronto
2595,Toronto C04,243.9,1505200,-0.81,2019-01-01,Old Toronto
2596,Toronto C04,250,1542800,1.21,2019-02-01,Old Toronto
2597,Toronto C04,247.9,1529900,1.1,2019-03-01,Old Toronto
2598,Toronto C04,247.7,1528600,2.23,2019-04-01,Old Toronto
2599,Toronto C04,249.1,1537300,1.38,2019-05-01,Old Toronto
2600,Toronto C04,247.1,1524900,0.24,2019-06-01,Old Toronto
2601,Toronto C04,245.8,1516900,-0.45,2019-07-01,Old Toronto
2602,Toronto C04,244.7,1510100,0.82,2019-08-01,Old Toronto
2603,Toronto C04,246.4,1520600,0.33,2019-09-01,Old Toronto
2604,Toronto C04,247.3,1526200,-1.28,2019-10-01,Old Toronto
2605,Toronto C04,249.6,1540400,-0.91,2019-11-01,Old Toronto
2606,Toronto C04,249.1,1537300,1.67,2019-12-01,Old Toronto
2607,Toronto C04,247.8,1529300,1.6,2020-01-01,Old Toronto
2608,Toronto C04,254.5,1570600,1.8,2020-02-01,Old Toronto
2609,Toronto C04,258.1,1592800,4.11,2020-03-01,Old Toronto
2610,Toronto C04,259.9,1603900,4.93,2020-04-01,Old Toronto
2611,Toronto C04,259.1,1612800,6.23,2020-05-01,Old Toronto
2612,Toronto C04,255.2,1588500,5.06,2020-06-01,Old Toronto
2613,Toronto C04,255.4,1589800,6.11,2020-07-01,Old Toronto
2614,Toronto C04,260.8,1623400,8.8,2020-08-01,Old Toronto
2615,Toronto C04,261.8,1629600,8.36,2020-09-01,Old Toronto
2616,Toronto C04,261.5,1627700,8.24,2020-10-01,Old Toronto
2617,Toronto C04,258.4,1608400,6.12,2020-11-01,Old Toronto
2618,Toronto C04,259.9,1617800,6.12,2020-12-01,Old Toronto
